,year,CPICANALL,CPIGROCANALL,CPICANEXC,CPICANSER,CPICANGDS,CPICANENG,UNEMPC,CEIR,MSC,TSX,BLIC,RGDP,IRGDP,SRGDP,CBR,CIR
626,2013-03-01,122.9,0.986031224322096,117.2,130.3,115.4,159.9,7.3,107.1531815,657763000000.0,12749.900391,5.0,851973.0,180644.8578,594744.3345,1.8515,1.25
627,2013-04-01,122.7,0.409165302782334,117.2,130.3,114.9,158.0,7.2,107.4222627,665663000000.0,12456.5,0.8,853489.0,179717.4875,596483.0113,1.74863636363636,1.25
628,2013-05-01,123.0,0.73710073710074,117.3,130.9,115.0,159.3,7.0,107.8595197,668383000000.0,12650.400391,0.4,855832.0,179263.9264,598753.9462,1.90181818181818,1.25
629,2013-06-01,123.0,1.15131578947369,117.2,131.1,114.8,162.1,7.2,106.8588739,679645000000.0,12129.099609,4.6,852735.0,178700.5186,597759.645,2.2445,1.25
630,2013-07-01,123.1,1.31687242798353,117.1,131.5,114.7,164.2,7.1,106.3627554,681964000000.0,12486.599609,7.6,857654.0,179680.5344,600053.1664,2.43818181818182,1.25
631,2013-08-01,123.1,1.06732348111658,117.1,131.6,114.7,163.0,7.1,105.9254985,685281000000.0,12653.900391,11.2,861414.0,181262.4297,601912.6324,2.61142857142857,1.25
632,2013-09-01,123.3,1.06557377049181,117.5,131.7,114.8,163.0,7.1,106.3207115,689378000000.0,12787.200195,10.8,864335.0,183064.0187,603295.3249,2.698,1.25
633,2013-10-01,123.0,0.654664484451718,117.8,131.8,114.3,157.0,7.1,105.2191603,694078000000.0,13361.299805,10.8,868988.0,185389.0253,605637.4566,2.51818181818182,1.25
634,2013-11-01,123.0,0.902378999179644,117.5,131.8,114.3,157.4,7.0,104.4287343,704348000000.0,13395.400391,12.0,871116.0,185254.3743,608029.6717,2.5585,1.25
635,2013-12-01,122.7,1.23762376237624,117.1,131.7,113.8,158.9,7.3,102.5367571,720347000000.0,13621.599609,11.8,867488.0,183478.0957,607073.6695,2.6735,1.25
636,2014-01-01,123.1,1.48392415498762,117.3,131.9,114.2,160.2,7.1,100.0561647,714778000000.0,13694.900391,4.2,867835.0,183868.3809,607170.89,2.53409090909091,1.25
637,2014-02-01,124.1,1.1409942950285,118.2,132.5,115.6,162.6,7.1,99.43391439,705471000000.0,14209.599609,9.6,872228.0,186827.6642,608551.6184,2.42,1.25
638,2014-03-01,124.8,1.5459723352319,118.6,132.5,117.0,167.2,7.0,98.96302228,705364000000.0,14335.299805,10.2,874576.0,187830.9655,610278.5109,2.45428571428571,1.25
639,2014-04-01,125.2,2.03748981255093,118.8,132.9,117.5,171.2,7.1,99.91321529,711298000000.0,14651.900391,10.8,876367.0,189739.8703,610532.8556,2.4447619047619,1.25
640,2014-05-01,125.8,2.27642276422764,119.1,133.6,117.9,172.7,7.1,100.9979489,719347000000.0,14604.200195,11.6,881922.0,191365.2994,613692.5239,2.3152380952381,1.25
641,2014-06-01,125.9,2.35772357723579,119.1,133.9,117.8,173.0,7.1,101.7126959,728308000000.0,15146.0,10.6,885977.0,193191.1863,615678.6712,2.29857142857143,1.25
642,2014-07-01,125.7,2.11210398050367,118.9,134.2,117.1,171.9,7.1,102.4022164,730809000000.0,15330.700195,11.2,887247.0,191960.5983,617651.5612,2.19454545454545,1.25
643,2014-08-01,125.7,2.11210398050367,119.4,134.7,116.7,168.3,7.0,100.9979489,735629000000.0,15625.700195,16.2,885397.0,189045.8612,619021.4873,2.062,1.25
644,2014-09-01,125.8,2.02757502027574,119.7,134.8,116.9,167.4,6.9,100.9474962,742175000000.0,14960.5,11.6,888952.0,191961.1045,619461.4349,2.18095238095238,1.25
645,2014-10-01,125.9,2.35772357723579,120.2,134.9,116.9,163.6,6.7,99.91321529,749960000000.0,14613.299805,14.6,891507.0,192922.8969,620058.0157,2.01045454545455,1.25
646,2014-11-01,125.4,1.95121951219513,119.8,134.5,116.2,156.5,6.7,99.69458681,754472000000.0,14744.700195,15.0,892093.0,192709.2777,620671.2908,2.00315789473684,1.25
647,2014-12-01,124.5,1.46699266503668,119.3,134.5,114.6,148.7,6.7,98.5425829,768857000000.0,14632.400391,9.8,893448.0,193272.6856,621575.2457,1.85190476190476,1.25
648,2015-01-01,124.3,0.974817221770934,119.5,134.7,114.0,139.5,6.7,94.86794268,756397000000.0,14673.5,7.8,889723.0,191804.6867,620240.6725,1.52571428571429,1.0
649,2015-02-01,125.4,1.04754230459309,120.3,135.5,115.3,145.1,6.8,92.91710394,753521000000.0,15234.299805,6.6,888515.0,190225.3223,620940.8569,1.37947368421053,1.0
650,2015-03-01,126.3,1.20192307692306,121.0,135.6,117.0,149.8,6.9,93.3543609,753996000000.0,14902.400391,4.6,888004.0,189425.516,621938.5952,1.42136363636364,1.0
651,2015-04-01,126.2,0.798722044728442,121.0,135.6,116.7,148.1,6.9,95.04452722,765546000000.0,15224.5,3.2,887740.0,187949.4178,622981.5067,1.41095238095238,1.0
652,2015-05-01,126.9,0.874403815580286,121.3,136.2,117.6,152.4,6.9,96.13766962,771580000000.0,15014.099609,6.2,887250.0,187618.865,622289.1785,1.744,1.0
653,2015-06-01,127.2,1.03256552819698,121.3,136.5,118.0,157.5,6.9,94.9940745,783034000000.0,14553.299805,6.2,889665.0,188330.0851,624472.222,1.78,1.0
654,2015-07-01,127.3,1.27287191726331,121.3,136.8,117.9,159.2,6.9,92.0509988,794743000000.0,14468.400391,3.8,891907.0,189597.1201,625690.9161,1.56954545454545,0.75
655,2015-08-01,127.3,1.27287191726331,121.5,137.1,117.5,156.1,7.0,90.73922793,800311000000.0,13859.099609,2.0,893795.0,192235.9746,625201.8672,1.3915,0.75
656,2015-09-01,127.1,1.03338632750396,121.9,137.4,116.8,149.3,7.1,90.0749337,808506000000.0,13307.0,0.0,890110.0,188492.0712,625290.7406,1.48142857142857,0.75
657,2015-10-01,127.2,1.03256552819698,122.2,137.4,117.1,146.6,6.9,91.15966731,811421000000.0,13529.200195,-1.2,890954.0,188497.1333,626240.3596,1.46333333333333,0.75
658,2015-11-01,127.1,1.35566188197765,121.9,136.9,117.3,146.5,7.1,90.51219066,817937000000.0,13469.799805,-3.2,893052.0,188920.8281,627995.2399,1.6335,0.75
659,2015-12-01,126.5,1.60642570281124,121.3,136.8,116.3,143.4,7.2,87.56070618,832075000000.0,13010.0,-4.0,894057.0,189085.8515,629094.1268,1.45952380952381,0.75
660,2016-01-01,126.8,2.01126307320997,121.6,137.0,116.6,139.0,7.2,85.37442138,825086000000.0,12822.099609,-3.6,899456.0,191161.8044,632799.8015,1.258,0.75
661,2016-02-01,127.1,1.35566188197765,122.3,137.7,116.5,134.6,7.3,87.61956769,820505000000.0,12860.400391,-1.0,896873.0,189053.9605,632658.8808,1.1245,0.75
662,2016-03-01,127.9,1.26682501979417,123.1,138.0,117.8,138.1,7.1,90.84013338,818390000000.0,13494.400391,3.6,893580.0,187131.8943,631866.8769,1.26818181818182,0.75
663,2016-04-01,128.3,1.66402535657687,123.3,138.0,118.6,143.4,7.2,93.05164454,828724000000.0,13951.5,1.6,895610.0,187822.36,632941.7042,1.33619047619048,0.75
664,2016-05-01,128.8,1.49724192277385,123.8,138.8,118.9,146.9,7.0,92.86665121,836853000000.0,14065.799805,2.6,890551.0,182345.2055,633573.6379,1.35,0.75
665,2016-06-01,129.1,1.49371069182389,123.9,139.1,119.1,150.6,6.9,93.44685756,845995000000.0,14064.5,6.4,894831.0,186953.7096,634556.1548,1.16818181818182,0.75
666,2016-07-01,128.9,1.25687352710136,123.8,139.7,118.2,147.4,7.0,92.56393485,862140000000.0,14582.700195,5.2,900114.0,190104.339,636721.0308,1.051,0.75
667,2016-08-01,128.7,1.09976433621366,123.8,139.6,117.9,147.0,7.0,92.16872183,865372000000.0,14598.0,-1.2,902192.0,191398.709,637929.9047,1.04272727272727,0.75
668,2016-09-01,128.8,1.33752950432733,124.3,139.9,117.8,147.3,7.0,91.54647154,877625000000.0,14725.900391,3.0,904476.0,191577.9062,639400.9795,1.08619047619048,0.75
669,2016-10-01,129.1,1.49371069182389,124.5,139.9,118.3,150.2,7.0,91.03353549,886089000000.0,14787.299805,3.8,903947.0,190328.5885,639635.1926,1.1665,0.75
670,2016-11-01,128.6,1.18017309205352,124.0,139.6,117.6,146.8,6.9,90.73081914,894270000000.0,15082.900391,6.4,907274.0,192146.3761,641042.4357,1.43761904761905,0.75
671,2016-12-01,128.4,1.50197628458497,123.5,139.5,117.4,149.1,7.0,92.14349547,912373000000.0,15287.599609,9.4,909741.0,193864.9472,641945.8995,1.732,0.75
672,2017-01-01,129.5,2.12933753943218,124.3,140.2,118.9,155.8,6.8,93.46367514,909212000000.0,15386.0,12.0,914107.0,194945.1919,644779.0442,1.72238095238095,0.75
673,2017-02-01,129.7,2.04563335955942,124.8,140.7,118.7,151.1,6.6,93.21141151,896320000000.0,15399.200195,15.4,916212.0,193916.5803,647446.7175,1.70210526315789,0.75
674,2017-03-01,129.9,1.56372165754495,125.2,141.1,118.8,149.8,6.7,90.87376853,901071000000.0,15547.799805,14.4,919306.0,194657.1604,649759.8795,1.71434782608696,0.75
675,2017-04-01,130.4,1.63678877630553,125.2,141.4,119.5,157.2,6.5,90.20106551,921625000000.0,15586.099609,9.6,923691.0,195721.7127,652176.6452,1.52315789473684,0.75
676,2017-05-01,130.5,1.3198757763975,125.5,142.0,119.0,151.8,6.6,88.85565948,933972000000.0,15349.900391,9.8,927339.0,197910.5497,654338.0841,1.51318181818182,0.75
677,2017-06-01,130.4,1.00697134004648,125.6,142.4,118.5,148.7,6.5,90.20106551,944223000000.0,15182.200195,15.6,929078.0,197660.9899,655149.2375,1.50272727272727,0.75
678,2017-07-01,130.4,1.16369278510473,125.6,142.6,118.3,147.8,6.3,93.93456725,947774000000.0,15143.900391,12.6,930671.0,198454.7217,655532.7186,1.908,1.0
679,2017-08-01,130.5,1.39860139860141,125.6,142.7,118.4,150.4,6.2,93.65707725,945868000000.0,15211.900391,17.6,930027.0,196306.8874,656843.7232,1.88363636363636,1.0
680,2017-09-01,130.8,1.55279503105589,125.8,142.8,118.8,154.5,6.2,95.607916,951004000000.0,15634.900391,21.6,931752.0,196811.0691,657405.442,2.0495,1.25
681,2017-10-01,130.9,1.39426800929513,126.2,143.0,118.8,151.7,6.3,94.06910785,956528000000.0,16025.599609,17.4,933442.0,195571.3694,659122.0232,2.05095238095238,1.25
682,2017-11-01,131.3,2.09953343701402,126.2,142.8,119.9,157.9,6.0,93.0768709,960240000000.0,16067.5,16.4,937718.0,197943.4531,660877.3945,1.91857142857143,1.25
683,2017-12-01,130.8,1.86915887850468,125.6,142.3,119.4,155.8,5.9,92.48825576,981519000000.0,16209.099609,19.4,940995.0,198965.9903,663386.9616,1.91526315789474,1.25
684,2018-01-01,131.7,1.6988416988417,126.2,143.3,120.2,159.5,6.0,94.22887482,963936000000.0,15951.700195,18.2,941018.0,198370.6914,664085.673,2.19818181818182,1.5
685,2018-02-01,132.5,2.15882806476484,127.1,144.3,120.7,159.1,5.9,92.61438758,957613000000.0,15442.700195,21.6,944889.0,200389.443,665583.2625,2.32421052631579,1.5
686,2018-03-01,132.9,2.30946882217091,127.6,144.9,120.9,161.0,5.9,90.2767446,958978000000.0,15367.299805,18.6,947257.0,202767.095,665828.2779,2.18857142857143,1.5
687,2018-04-01,133.3,2.2239263803681,127.5,144.6,122.0,167.1,5.9,91.8491879,970981000000.0,15607.900391,14.6,948218.0,202664.3351,666644.8325,2.24904761904762,1.5
688,2018-05-01,133.4,2.22222222222223,127.6,145.3,121.6,169.4,6.0,92.13508668,970157000000.0,16061.5,17.4,953822.0,202504.88,672019.9511,2.37545454545455,1.5
689,2018-06-01,133.6,2.45398773006135,127.8,145.5,121.7,167.2,6.1,91.15125852,982218000000.0,16277.700195,20.4,954576.0,203993.6334,672113.2436,2.20904761904762,1.5
690,2018-07-01,134.3,2.99079754601227,128.5,147.1,121.6,168.8,5.8,91.70623851,982961000000.0,16434.0,16.2,957929.0,205662.5963,674393.0167,2.18714285714286,1.75
691,2018-08-01,134.2,2.83524904214559,128.5,147.1,121.4,167.2,6.0,92.50507334,985931000000.0,16262.900391,22.6,959772.0,205513.2654,676810.2734,2.29545454545455,1.75
692,2018-09-01,133.7,2.21712538226298,128.1,146.3,121.1,166.3,5.9,92.01736365,994254000000.0,16073.099609,19.6,961145.0,205267.249,678742.4093,2.35368421052632,1.75
693,2018-10-01,134.1,2.44461420932009,128.8,146.8,121.4,163.7,5.9,92.61438758,995644000000.0,15027.299805,15.4,963120.0,205974.9257,680441.8051,2.48863636363636,2.0
694,2018-11-01,133.5,1.67555217060165,128.4,146.6,120.5,155.8,5.7,91.63055942,1004801000000.0,15197.799805,18.6,961164.0,204635.5033,680201.2087,2.40761904761905,2.0
695,2018-12-01,133.4,1.98776758409785,128.5,147.3,119.6,150.1,5.8,89.95721067,1025517000000.0,14322.900391,8.6,961628.0,202635.4813,682630.2498,2.05789473684211,2.0
696,2019-01-01,133.6,1.44267274107822,128.6,147.1,120.0,148.5,5.9,90.15061279,1005246000000.0,15540.599609,13.2,962383.0,201300.6147,684035.0378,1.95363636363636,2.0
697,2019-02-01,134.5,1.50943396226414,129.6,147.6,121.4,150.1,5.9,91.05876186,993471000000.0,15999.0,8.2,960673.0,201319.3444,682622.8846,1.90736842105263,2.0
698,2019-03-01,135.4,1.88111361926259,130.0,148.1,122.7,159.1,5.8,90.26833582,994060000000.0,16102.099609,10.6,966118.0,203746.6046,685482.5439,1.71238095238095,2.0
699,2019-04-01,136.0,2.02550637659415,130.1,148.1,123.7,168.2,5.8,90.2767446,1010052000000.0,16580.699219,5.6,971019.0,207203.4889,686930.5411,1.72428571428571,2.0
700,2019-05-01,136.6,2.39880059970015,130.7,149.2,123.9,169.2,5.4,90.49537308,1019965000000.0,16037.5,4.2,974735.0,207877.2498,688970.6999,1.664545455,2.0
701,2019-06-01,136.3,2.02095808383236,130.8,149.6,122.8,160.3,5.5,91.3026167,1029935999999.9999,16382.200195,3.4,976736.0,206220.9421,691220.5212,1.4625,2.0
702,2019-07-01,137.0,2.01042442293373,131.3,150.7,123.2,163.4,5.8,92.89187757,1040207000000.0001,16406.599609,2.4,977076.0,203101.6975,693434.9895,1.519090909,2.0
703,2019-08-01,136.8,1.93740685543966,131.3,150.9,122.5,159.3,5.8,92.3284888,1049483000000.0,16442.099609,-1.8,977130.0,203232.2988,693840.0752,1.205238095,2.0
704,2019-09-01,136.2,1.86985789080031,130.8,149.5,122.7,158.7,5.6,92.14349547,1063272999999.9999,16658.599609,-4.4,978457.0,203045.5086,695034.2187,1.364,2.0
705,2019-10-01,136.6,1.86428038777031,131.4,150.1,123.0,158.9,5.7,92.25280971,1068605000000.0,16483.199219,-3.4,979118.0,202947.3045,695666.6433,1.449545455,2.0
706,2019-11-01,136.4,2.17228464419476,131.0,149.4,123.3,158.1,6.0,91.57169791,1077523999999.9999,17040.199219,-3.8,978922.0,201530.9387,696438.5157,1.4995,2.0
707,2019-12-01,136.4,2.2488755622189,130.8,150.1,122.6,158.3,5.8,91.68942093,1100854000000.0,17063.400391,-5.6,982439.0,200875.9075,700291.9852,1.6045,2.0
708,2020-01-01,136.8,2.39520958083832,131.0,149.7,123.7,158.6,5.6,92.02577244,1086587000000.0,17318.5,1.8,984094.0,201705.0737,700229.6266,1.492272727,2.0
709,2020-02-01,137.4,2.15613382899629,132.1,150.8,123.9,156.6,5.7,91.42874852,1100312000000.0,16263.099609,0.2,986131.0,203136.6258,701014.7563,1.294736842,2.0
710,2020-03-01,136.6,0.886262924667634,132.2,151.1,122.0,140.6,7.9,88.29227071,1139774000000.0,13378.799805,-1.8,911993.0,190052.7059,642033.7908,0.819090909,1.0
711,2020-04-01,135.7,-0.220588235294129,131.8,151.1,120.2,128.3,13.0,88.637031,1200268000000.0,14780.700195,-17.0,813393.0,162993.9427,582183.2415,0.657142857,0.5
712,2020-05-01,136.1,-0.366032210834552,131.5,151.1,121.0,137.0,13.4,89.34336917,1240489000000.0,15192.799805,-13.8,849451.0,171740.1789,601977.4462,0.551,0.5
713,2020-06-01,137.2,0.660308143800412,132.1,151.6,122.6,146.2,12.2,91.34466064,1280566000000.0,15515.200195,5.2,898611.0,179904.7839,638147.9144,0.561363636,0.5
714,2020-07-01,137.2,0.145985401459841,131.9,151.5,122.9,149.7,10.9,90.85695095,1305109000000.0,16169.200195,8.4,921646.0,185137.4406,656954.6921,0.516363636,0.5
715,2020-08-01,137.0,0.146198830409364,131.9,151.6,122.3,149.3,10.3,91.69782972,1334929000000.0,16514.400391,12.0,930560.0,185057.46,665108.944,0.5635,0.5
716,2020-09-01,136.9,0.513950073421445,131.9,151.5,122.2,149.8,9.2,91.06717065,1361707000000.0,16121.400391,10.8,939070.0,187394.1093,671359.0477,0.55952381,0.5
717,2020-10-01,137.5,0.65885797950221,132.5,151.9,122.9,149.4,9.2,91.21852882,1382901000000.0,15580.599609,18.6,944683.0,188306.7996,675358.8391,0.602857143,0.5
718,2020-11-01,137.7,0.953079178885618,132.7,152.1,123.2,149.1,8.7,91.63896821,1400723000000.0,17190.300781,15.0,951397.0,192337.2159,678774.3251,0.6885,0.5
719,2020-12-01,137.4,0.73313782991202,132.2,152.1,122.5,152.0,8.9,92.11826911,1414442000000.0,17433.400391,21.0,953679.0,194147.4104,678609.8358,0.730952381,0.5
720,2021-01-01,138.2,1.02339181286549,132.8,152.5,123.8,154.3,9.4,92.64802273,1415080000000.0,17337.0,17.4,957836.0,196124.6531,680261.1123,0.8055,0.5
721,2021-02-01,138.9,1.09170305676855,133.1,152.6,125.2,160.4,8.3,93.16936757,1436027000000.0,18060.300781,21.6,960191.0,193551.6054,683865.1473,1.099473684,0.5
722,2021-03-01,139.6,2.19619326500731,133.4,152.9,126.2,167.4,7.5,94.91839541,1449354000000.0,18700.699219,29.4,969177.0,194689.0514,690450.1219,1.496521739,0.5
723,2021-04-01,140.3,3.38983050847458,134.2,153.7,126.8,170.2,8.0,95.20429419,1491365000000.0,19108.300781,21.4,959494.0,191327.3339,682287.5227,1.516190476,0.5
724,2021-05-01,141.0,3.60029390154298,134.6,154.0,127.9,173.2,8.0,97.56716353,1522868000000.0,19731.0,22.4,954458.0,191328.3463,680037.2104,1.524,0.5
725,2021-06-01,141.4,3.06122448979593,135.0,154.6,128.1,174.7,7.6,96.74310233,1544062000000.0,20165.599609,21.2,962179.0,195136.0318,685624.9377,1.425,0.5
726,2021-07-01,142.3,3.71720116618076,135.6,155.4,129.1,179.2,7.4,95.21270298,1564216000000.0,20287.800781,19.0,967243.0,195146.6621,692111.7096,1.251428571,0.5
727,2021-08-01,142.6,4.0875912408759,135.9,155.7,129.4,180.2,7.1,94.8511251,1580853000000.0,20582.900391,19.8,972918.0,195588.0742,697895.8421,1.191904762,0.5
728,2021-09-01,142.9,4.3827611395179,136.2,156.1,129.6,179.9,7.0,94.18683088,1586226000000.0,20070.300781,22.2,976167.0,195023.1477,701792.5208,1.263,0.5
729,2021-10-01,143.9,4.65454545454545,136.8,156.7,130.9,187.5,6.8,96.37311568,1589762000000.0,21037.099609,21.6,983892.0,198289.1922,705306.7004,1.597,0.5
730,2021-11-01,144.2,4.72040668119099,136.8,156.5,131.7,188.4,6.1,95.49019297,1610193000000.0,20660.0,22.2,988516.0,197406.8742,709992.9279,1.685714286,0.5
731,2021-12-01,144.0,4.80349344978166,136.7,157.2,130.8,184.2,6.0,93.67389483,1612938000000.0,21222.800781,17.4,989717.0,198155.0474,710250.7097,1.45,0.5
732,2022-01-01,145.3,5.13748191027498,137.5,157.7,132.7,190.0,6.5,95.01089207,1612064000000.0,21098.300781,15.2,987361.0,198266.9191,706491.0236,1.759,0.5
733,2022-02-01,146.8,5.6875449964003,138.3,158.4,134.7,199.0,5.5,94.32978027,1620045000000.0,21126.400391,17.2,993831.0,198772.6194,711611.7976,1.879473684,0.5
734,2022-03-01,148.9,6.66189111747853,139.6,159.4,137.8,213.9,5.3,95.55746327,1614043000000.0,21890.199219,14.2,1000434.0,200780.7406,715378.3578,2.132173913,0.75
735,2022-04-01,149.8,6.77120456165361,140.4,160.8,138.3,215.1,5.2,96.32266295,1621438000000.0,20762.0,10.8,1001823.0,202918.957,715411.2557,2.704,1.25
736,2022-05-01,151.9,7.73049645390073,141.6,162.0,141.2,233.4,5.1,96.61697052,1625576000000.0,20729.300781,12.2,1003815.0,201951.0901,719141.481,2.918571429,1.25
737,2022-06-01,152.9,8.13295615275813,142.2,162.7,142.4,242.5,4.9,96.92809566,1624721000000.0,18861.400391,6.0,1006417.0,203047.0272,720342.4987,3.315454545,1.75
738,2022-07-01,153.1,7.58959943780744,143.1,164.2,141.5,229.4,4.9,97.12990657,1613966000000.0,19692.900391,5.6,1008480.0,203972.8789,720581.131,3.0215,2.75
739,2022-08-01,152.6,7.01262272089762,143.1,164.3,140.4,214.5,5.4,96.67583203,1591874000000.0,19330.800781,5.6,1010588.0,203084.4865,722677.7562,2.859090909,2.75
740,2022-09-01,152.7,6.85794261721483,143.6,164.8,140.2,205.1,5.2,94.81748995,1591930000000.0,19987.199219,1.8,1012185.0,204072.6016,723257.1515,3.1455,3.5
741,2022-10-01,153.8,6.87977762334957,144.1,165.2,141.9,217.9,5.2,93.06005333,1572013000000.0,18206.3,0.4,1012748.0,201482.3429,725478.494,3.3805,3.5
742,2022-11-01,154.0,6.79611650485439,144.2,165.5,142.2,214.6,5.1,93.74116513,1561084000000.0,20111.5,-1.0,1013585.0,201698.9993,726070.1646,3.166190476,4.0
743,2022-12-01,153.1,6.31944444444444,144.0,166.0,139.8,197.7,5.0,91.03353549,1549669000000.0,20019.7,-1.6,1012383.0,199709.1014,726325.9824,2.9415,4.5
744,2023-01-01,153.9,5.918788713,144.3,166.1,141.2,200.3,5.5,91.00250574,1538337469067.0,20211.2,-2.6,1011182.4254394057,197738.8351970643,726581.8903328135,2.9385,4.5
